context_type,role,cohort,standardized_dimension,standardized_label,count,bins,filename
Context-Aware Unrelated,housekeeper,people,clothing_garment,gloves,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,nurse dress,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,polo dress,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,running shoes,2,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,shirt,13,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,shoes,11,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,shorts,2,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,skirt,2,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,sneakers,2,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,socks,2,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,top,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,work gloves,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,eyewear_present,no,21,1,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,facial_hair_present,no,21,1,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,gaze_direction,down,7,4,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,gaze_direction,left,1,4,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,gaze_direction,right,3,4,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,gaze_direction,up,1,4,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,gender_presentation,female,20,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,gender_presentation,male,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,hair_color,black,6,4,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,hair_color,brown,27,4,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,hair_color,gray,1,4,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,hair_color,pink,2,4,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,hair_present,yes,21,1,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,hair_style,bun,6,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,hair_style,long,13,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,hair_style,ponytail,17,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,hair_style,shorts,3,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,hair_style,straight,4,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,hair_style,updo,5,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,hair_style,wavy,6,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,head_covering_type,white,4,4,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,head_covering_present,no,17,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,head_covering_present,yes,4,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,head_covering_type,cap,2,4,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,head_covering_type,nurse cap,1,4,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,head_covering_type,nursing cap,1,4,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,leaning,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,2,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,leaning,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,leaning,5,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,6,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,skin_tone,light,5,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,skin_tone,medium,16,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,athlete,scene_appearance,aesthetic_qualities,cinematic,6,2,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,scene_appearance,aesthetic_qualities,realistic,12,2,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,scene_appearance,color_temperature,cool,1,3,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,scene_appearance,color_temperature,neutral,4,3,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,scene_appearance,color_temperature,warm,7,3,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,scene_appearance,dominant_colors,black,8,3,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,scene_appearance,dominant_colors,brown,30,3,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,scene_appearance,dominant_colors,mediumblue,2,3,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,scene_appearance,mood,calm,19,2,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,scene_appearance,mood,minimalistic,2,2,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,camera,depth_of_field,deep,2,6,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,camera,depth_of_field,deep dof,1,6,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,camera,depth_of_field,moderate,7,6,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,camera,depth_of_field,moderate dof,4,6,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,camera,depth_of_field,shallow,8,6,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,camera,depth_of_field,shallow dof,4,6,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,camera,framing,establishing,4,4,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,camera,framing,full body,6,4,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,camera,framing,medium,19,4,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,camera,framing,wide,4,4,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,camera,perspective,eye level,23,1,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,black framed window,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,bottle,2,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,bowl,8,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,bread,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,bread piece,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,cabinet,5,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,cabinetry bank,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,chef knife,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,chef slicing knife,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,cherry tomatoes,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,chicken egg,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,coffee cup,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,cookware,6,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,countertop microwave,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,countertop pot,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,cutting board,6,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,decorative bowl,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,double basin sink,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,egg,2,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,faucet,4,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,fruit,17,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,fruit tray,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,frying pan,3,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,glass bowl,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,glass jars,3,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,glass pitcher,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,hanging cooking utensil,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,jar,2,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,kettle,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,knife,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,knife block,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,large rectangular window,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,lettuce,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,lettuce head,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,lower cabinetry,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,metal container,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,metal spatula,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,microwave,2,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,microwave or compact oven,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,mixing bowl,3,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,mug,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,multi pane window,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,open shelving,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,oven,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,oven door,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,pantry cabinet,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,pendant hood,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,pitcher,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,plant,4,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,plate or bowl,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,plates,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,plates glassware,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,portable burner,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,potted herb,3,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,potted plant,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,raw fillet fish,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,saucer,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,shelf,3,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,shelf contents,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,shelf dishware,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,shelf jars,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,shoe,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,single tomato,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,sink,3,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,small black metal frying pan,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,small black plate or bowl,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,small container,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,small round metal pan,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,small stainless knife,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,stack ceramic plates,2,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,stacked plates,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,stainless pot,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,stainless steel mixing bowl,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,stainless steel rail with hanging utensils,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,stainless steel sink with chrome faucet,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,storage bottles,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,stovetop flame,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,tabletop,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,three legged wood stool,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,tomatoes,5,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,under cabinet,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,upper cabinet singular,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,upper cabinets,2,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,utensil,4,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,utensil rail,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,vegetables,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,white framed window,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,whole egg,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,window,9,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,wooden cutting board,7,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,wooden shelf containers,1,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,objects,type,wooden utensil holder,5,92,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,people,activities,cooking,4,7,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,people,activities,holding mixing bowl,2,7,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,people,activities,holding spatula,3,7,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,people,activities,manipulating plants,1,7,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,people,activities,preparing food,2,7,Context-aware_Unrelated_CA-U_athlete
Context-Aware Unrelated,athlete,people,activities,scrubbing,1,7,Context-aware_Unrelated_CA-U_athlete
